,BTC,ETH,XRP,BCH,LTC,ADA,MIOTA,DASH,XEM,XMR,EOS,BTG,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.36560471583159,0.00106481963320103,-0.204290015534806,-0.0318605239497935,-0.059896703626862,0.102710877446464,0.144573933924698,-0.0282489050756171,0,0.132391431553151,0.0252086243749391,0.121296538791026,0.154397105717263,0.117597675202524,0,0,0,0,0
ETH,0.073647032610034,0,-0.0399435330565196,-0.0362507701400372,0,0,0.0223613730142306,0,0.0923324218209689,0.00512939929873575,0.0921094266124948,0.0371395046797549,0.207121526556988,-0.0532905415208457,0.133022984671109,0,-0.133906303686158,0,0,0.280751659446116
XRP,0,0.479460781827752,0,0.133828146758096,0,0.0923639523973118,-0.0778378121067972,-0.214202935351348,0.0344085536534648,0.319461055958547,0.149435615638014,-0.0312183694179204,0,-0.0832386288410177,0.0258861055152993,0,0,0,0,0
BCH,0,0,-0.0609720865330539,0,0,-0.147941540466489,0,0,0,0,0.489004071862078,0.272962726003222,0.205908887884263,0,0,0,0,0,0,-1.159417810122
LTC,0.0646203483844507,0.341649101837757,-0.0065651973081965,-0.11999557634074,0,3.46944695195361e-18,0.149795816320651,0,0,-0.10958074916071,0,0,0,0,0.163849790352472,0,0,0,0,0
ADA,0,0.548673820251106,0.0595655424095267,-0.0930258941076113,3.46944695195361e-18,0,0,0.0864941326183273,0.0753061406780986,-0.146983845643698,-0.178930005787112,0.159190598868613,0.277640637388376,0.411895761244902,0.0428802476053509,0,1.03626682191163,0,0,0
MIOTA,0.402809455254108,0,0,-0.00672267129427787,0.0238519463567021,-0.165329531764561,0,0,0,0.191076236061175,0.0368017699755083,0,0,0.302533758491486,0.4656731830543,0,0,0,0,0
DASH,0,0.046839909162635,0,0.108245107426325,0.266192150891883,0.0162066936503301,0.054363935560213,0,-0.000838161779307521,0.188448083396795,0,0.0169022136581084,0.0972700230946545,-0.088719219206604,0,0,0,0,0,0
XEM,0,0,0.221380548923958,0,-0.212267466160915,0.0987863133309516,0.190486741454867,0.191011712410051,0,0,0.103229895917127,0.0105319975992481,0.133949830847657,0,0.0610160162740357,0,0,0,0,0
XMR,0.117472205982002,0.0989947577775042,0,0,0.00604554386659708,0.0631102832865479,0.189713128198814,0.354052366028403,-0.0281107605673436,0,0,0,0.157920843095002,0.12350296693163,0.12372539452792,0,0,0,0,0
EOS,0.351768524694009,0,-0.0458424263631121,0,0.364057054889199,0,0,0,0.10822074658367,-0.267595488967976,0,0.269016998571208,0,0.398269351274676,-0.054298561976806,0,0,0,0,0
BTG,0.189540795407866,0,0,1.02775460394275,0.713394380711802,0.0208056275520943,0,-0.340271698901887,0,0,-0.694263464957444,0,0.21786723159873,0,0.318689044805038,0,0,0,0,0
NEO,0,0.425363936808287,0,0,0.109557268599899,-3.46944695195361e-18,-0.192792067100932,0.0983612159899131,0,0.243567964880473,0.112234271244902,-0.0975363201541933,0,0,0.216194581717157,0,0,0,0,0
XLM,0,0,0.151862417590699,0,0.00627522688458624,0.278118961539079,0.122780526942972,0,0.0216763587249774,0.213583601899975,0.0196631825443967,-0.0445131172974142,0.136671001257916,0,0.167897722407167,0,0,0,0,0
ETC,0.102305473111536,0.332756351470733,0.0116825911878537,0.234600936830042,-0.0112101916398212,0.141642076100001,0.099598427637381,-0.253200144598626,0,0.338951388010058,0,0.125481824387681,0.0492681005936665,-0.0592057802209123,0,0,0,0,0,0
BV010082.Index,-0.0359827460196065,0,-0.00986954789024527,-0.0443766726088233,0.0193896082604889,-0.00359706183595227,0.0154318888035379,0.0137013454436565,0,0,0.00729553967791119,0,0,0,0,0,0,0,0,0
CVIX.Index,-0.0262223040129704,0.0451178856672022,0,-0.0209533561649167,-0.0207065715035237,0,0.0533314862729184,0.026661711492885,0.0219111213486506,0,0,-0.0199965745173691,0.00112741263124024,-0.0297740307332384,0.00834160150104688,0,0,0,0,0.0393194420501655
DXY.Curncy,-0.0221204894767042,0,-0.00149220997568194,-0.0168375364088705,-0.00157009537617636,0,0,0,0.00238197916522761,0.0055628088691728,0.00638378977944233,-0.00686422056067131,0,0,0.00513554507069629,0,-0.11473295699481,0,0,-0.00832223762865807
SPX.Index,-0.00564015951370282,0.00212616021960055,0.00514774001637925,0.00368967318205398,0.0056414867379466,0,0.00567032577465227,0,0.000807871712773581,0,0,0,0,0,0,0,-0.0126283554723206,0,0,-0.0157521773344821
VIX.Index,0,0.00468326146741846,0,-0.305255669121159,0,-0.157491718786835,0.106201781596779,0.203792841838187,-0.0482054571786415,-0.295687927429875,0.113890635282631,0.0864900106358345,0.113412433870439,0.222373751930161,0.197193540053281,0,0,0,0,0
